100; 0.004898; 0.196595

111; 0.002779; 0.205869

122; 0.006088; 0.202128

133; 0.007325; 0.208416

144; 0.002591; 0.202094

155; 0.002359; 0.185618

166; 0.003279; 0.202952

177; 0.004630; 0.201768

188; 0.004927; 0.208765

199; 0.005309; 0.209441

210; 0.001576; 0.197559

221; 0.005825; 0.205409

232; 0.004628; 0.192972

243; 0.003606; 0.202456

254; 0.005845; 0.206928

265; 0.006212; 0.211845

276; 0.004993; 0.205257

287; 0.007795; 0.214108

298; 0.004948; 0.208020

309; 0.004403; 0.206242

320; 0.003579; 0.206591

331; 0.004482; 0.196824

342; 0.002089; 0.199805

353; 0.009147; 0.214432

364; 0.004500; 0.205717

375; 0.007719; 0.207321

386; 0.008127; 0.208746

397; 0.001446; 0.193576

408; 0.002193; 0.206247

419; 0.004367; 0.198612

430; 0.005897; 0.209938

441; 0.004078; 0.201154

452; 0.003127; 0.199663

463; 0.004219; 0.204367

474; 0.003981; 0.206846

485; 0.003879; 0.199406

496; 0.014251; 0.228652

507; 0.005329; 0.211190

518; 0.005693; 0.207955

529; 0.006302; 0.200907

540; 0.009912; 0.213484

551; 0.003167; 0.201361

562; 0.002150; 0.195853

573; 0.004145; 0.202920

584; 0.002874; 0.193647

595; 0.011879; 0.218271

606; 0.005597; 0.204417

617; 0.001917; 0.206784

628; 0.006637; 0.209888

639; 0.004886; 0.198666

650; 0.006449; 0.206406

661; 0.004521; 0.204255

672; 0.005155; 0.199976

683; 0.005506; 0.206589

694; 0.008141; 0.210804

705; 0.002256; 0.199170

716; 0.002746; 0.197099

727; 0.006008; 0.212414

738; 0.002619; 0.201154

749; 0.004138; 0.200830

760; 0.008549; 0.198276

771; 0.006041; 0.210945

782; 0.005036; 0.210532

793; 0.002750; 0.205035

804; 0.006689; 0.210804

815; 0.005977; 0.210767

826; 0.004786; 0.205029

837; 0.006637; 0.206068

848; 0.005499; 0.199745

859; 0.002595; 0.200261

870; 0.005709; 0.203712

881; 0.001885; 0.189579

892; 0.004803; 0.207695

903; 0.005020; 0.200844

914; 0.008720; 0.209860

925; 0.002703; 0.199118

936; 0.004496; 0.207128

947; 0.007563; 0.211422

958; 0.010393; 0.213816

969; 0.005082; 0.202607

980; 0.003394; 0.188017

991; 0.007630; 0.211849

1002; 0.007544; 0.217007

1013; 0.008521; 0.211407

1024; 0.003735; 0.199686

1035; 0.003263; 0.201821

1046; 0.003251; 0.208436

1057; 0.002194; 0.194837

1068; 0.012036; 0.221705

1079; 0.002451; 0.195230

1090; 0.006373; 0.203074

1101; 0.004703; 0.203809

1112; 0.005016; 0.201049

1123; 0.005599; 0.208137

1134; 0.001520; 0.198710

1145; 0.003115; 0.198353

1156; 0.003501; 0.206618

1167; 0.005962; 0.208730

1178; 0.003112; 0.201219

1189; 0.003110; 0.190769

1.984217 t 0.002404 deviazione 9.949874 radice
0.005061 -/+ 0.000479 ---> Intervallo di Confidenza ( 0.005540 , 0.004581 )
1.984217 t 0.006973 deviazione 9.949874 radice
0.204401 -/+ 0.001391 ---> Intervallo di Confidenza ( 0.205791 , 0.203010 )
