100; 0.122756; 0.321183

111; 0.136395; 0.339243

122; 0.113909; 0.312103

133; 0.090832; 0.289153

144; 0.079220; 0.278649

155; 0.054703; 0.239326

166; 0.104309; 0.306725

177; 0.115069; 0.313295

188; 0.126694; 0.331466

199; 0.109154; 0.308168

210; 0.062136; 0.257994

221; 0.160245; 0.356496

232; 0.070909; 0.264332

243; 0.058330; 0.255657

254; 0.143198; 0.344444

265; 0.158430; 0.362820

276; 0.153170; 0.356653

287; 0.125707; 0.331347

298; 0.096757; 0.297148

309; 0.122769; 0.323884

320; 0.078669; 0.282482

331; 0.113635; 0.307654

342; 0.085378; 0.286965

353; 0.251992; 0.456085

364; 0.117038; 0.318396

375; 0.067816; 0.267401

386; 0.140017; 0.343411

397; 0.099209; 0.292103

408; 0.116862; 0.319437

419; 0.092865; 0.290030

430; 0.147685; 0.357094

441; 0.071006; 0.265483

452; 0.072910; 0.271310

463; 0.168480; 0.371408

474; 0.072382; 0.276415

485; 0.077985; 0.271156

496; 0.618688; 0.833148

507; 0.111741; 0.318400

518; 0.094338; 0.294931

529; 0.147936; 0.343669

540; 0.169115; 0.369187

551; 0.055495; 0.251951

562; 0.122659; 0.317991

573; 0.061385; 0.259396

584; 0.099457; 0.293988

595; 0.157309; 0.359321

606; 0.102540; 0.302737

617; 0.074962; 0.277268

628; 0.074004; 0.275190

639; 0.127830; 0.324228

650; 0.097809; 0.295324

661; 0.099564; 0.302690

672; 0.128365; 0.326728

683; 0.086807; 0.285393

694; 0.227829; 0.428725

705; 0.110352; 0.309067

716; 0.061082; 0.257225

727; 0.141532; 0.343087

738; 0.106491; 0.303373

749; 0.066231; 0.264903

760; 0.144783; 0.336435

771; 0.164456; 0.366988

782; 0.133325; 0.337357

793; 0.128837; 0.329532

804; 0.178545; 0.380718

815; 0.098778; 0.302178

826; 0.219018; 0.413720

837; 0.061643; 0.261091

848; 0.091074; 0.289345

859; 0.143958; 0.342836

870; 0.074062; 0.270422

881; 0.051461; 0.243623

892; 0.130061; 0.332889

903; 0.073975; 0.271678

914; 0.149985; 0.351202

925; 0.070519; 0.268846

936; 0.136309; 0.340013

947; 0.085464; 0.289321

958; 0.141601; 0.340209

969; 0.078219; 0.271743

980; 0.060986; 0.250271

991; 0.084601; 0.287224

1002; 0.167177; 0.374076

1013; 0.096786; 0.298294

1024; 0.051367; 0.245820

1035; 0.121645; 0.322762

1046; 0.101617; 0.305635

1057; 0.074563; 0.272803

1068; 0.539507; 0.746236

1079; 0.039723; 0.231203

1090; 0.319595; 0.517936

1101; 0.072181; 0.270070

1112; 0.068314; 0.263941

1123; 0.097315; 0.293017

1134; 0.090520; 0.284140

1145; 0.066781; 0.262585

1156; 0.088125; 0.291980

1167; 0.091656; 0.289208

1178; 0.180890; 0.380672

1189; 0.042135; 0.229979

1.984217 t 0.080478 deviazione 9.949874 radice
0.119337 -/+ 0.016049 ---> Intervallo di Confidenza ( 0.135386 , 0.103288 )
1.984217 t 0.082853 deviazione 9.949874 radice
0.318628 -/+ 0.016523 ---> Intervallo di Confidenza ( 0.335151 , 0.302106 )
