100; 0.000387; 0.201143

111; 0.000137; 0.200202

122; 0.000310; 0.199191

133; 0.000118; 0.201017

144; 0.000873; 0.199101

155; 0.000013; 0.188594

166; 0.000236; 0.200740

177; 0.000282; 0.200196

188; 0.000213; 0.201127

199; 0.000397; 0.202185

210; 0.000251; 0.195099

221; 0.000375; 0.198138

232; 0.000283; 0.194450

243; 0.000231; 0.197687

254; 0.000126; 0.200747

265; 0.000273; 0.198275

276; 0.000134; 0.197093

287; 0.000284; 0.199159

298; 0.000127; 0.199978

309; 0.000101; 0.203044

320; 0.000124; 0.200604

331; 0.000126; 0.195082

342; 0.000631; 0.202664

353; 0.000417; 0.204541

364; 0.000348; 0.204091

375; 0.000186; 0.202353

386; 0.000258; 0.201353

397; 0.000249; 0.203308

408; 0.000376; 0.201271

419; 0.000423; 0.197272

430; 0.000362; 0.200175

441; 0.000193; 0.198718

452; 0.000502; 0.195872

463; 0.000144; 0.201670

474; 0.000458; 0.206002

485; 0.000257; 0.200810

496; 0.000389; 0.207749

507; 0.000414; 0.206657

518; 0.000317; 0.202978

529; 0.000175; 0.198436

540; 0.000349; 0.198785

551; 0.000074; 0.198311

562; 0.000568; 0.198297

573; 0.000104; 0.195597

584; 0.000161; 0.194758

595; 0.000176; 0.205680

606; 0.000452; 0.199693

617; 0.000075; 0.201357

628; 0.000393; 0.199892

639; 0.000295; 0.195580

650; 0.000599; 0.198340

661; 0.000331; 0.201291

672; 0.000350; 0.199315

683; 0.000078; 0.199510

694; 0.000576; 0.203211

705; 0.000487; 0.200929

716; 0.000139; 0.193506

727; 0.000239; 0.201734

738; 0.000410; 0.199686

749; 0.000573; 0.201391

760; 0.000345; 0.193123

771; 0.000247; 0.206656

782; 0.000353; 0.204269

793; 0.000127; 0.201925

804; 0.000315; 0.199906

815; 0.000437; 0.204158

826; 0.000221; 0.200928

837; 0.000207; 0.199563

848; 0.000066; 0.200956

859; 0.000218; 0.199900

870; 0.000135; 0.197792

881; 0.000184; 0.195708

892; 0.000087; 0.203227

903; 0.000181; 0.195171

914; 0.000555; 0.201154

925; 0.000076; 0.202837

936; 0.000213; 0.199084

947; 0.000192; 0.201884

958; 0.000479; 0.201494

969; 0.000049; 0.191043

980; 0.000060; 0.191391

991; 0.000393; 0.202705

1002; 0.000476; 0.204055

1013; 0.000567; 0.204362

1024; 0.000055; 0.196761

1035; 0.000226; 0.191256

1046; 0.000136; 0.200920

1057; 0.000040; 0.201062

1068; 0.000369; 0.208487

1079; 0.000100; 0.196431

1090; 0.000882; 0.199262

1101; 0.000175; 0.199876

1112; 0.000556; 0.204367

1123; 0.000335; 0.201112

1134; 0.000036; 0.194839

1145; 0.000084; 0.200180

1156; 0.000343; 0.200952

1167; 0.000678; 0.197956

1178; 0.000191; 0.202328

1189; 0.000362; 0.196392

1.984217 t 0.000179 deviazione 9.949874 radice
0.000287 -/+ 0.000036 ---> Intervallo di Confidenza ( 0.000323 , 0.000251 )
1.984217 t 0.003644 deviazione 9.949874 radice
0.199911 -/+ 0.000727 ---> Intervallo di Confidenza ( 0.200638 , 0.199184 )
